image_id,Location,Filename,Year,Month,Day,Hour,AQI,pm25,pm10,O3,CO,SO2,NO2,AQI_Class,image_path,datetime_image,datetime_aqi,uses_hourly_measure,conf_twilight,sub_pm25,sub_pm10,dominant,is_pm_dominant,soft_aqi_flag,soft_aqi,conf_softlabel,conf_temporal,label_confidence,is_low_information,country_group,city,aqi_bin,strata
3440,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-36.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-1-36.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3441,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-41.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-1-41.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3443,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-51.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-1-51.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3445,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-6.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-1-6.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3446,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-61.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-1-61.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3448,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-71.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-1-71.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3449,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-76.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-1-76.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3450,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-81.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-1-81.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3451,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-86.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-1-86.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3452,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-91.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-1-91.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3454,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-1.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3455,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-1.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-1.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3460,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-116.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-116.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3461,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-121.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-121.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3462,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-126.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-126.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3463,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-131.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-131.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3464,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-136.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-136.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3465,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-141.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-141.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3466,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-146.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-146.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3468,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-156.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-156.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3469,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-16.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-16.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3471,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-166.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-166.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3472,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-171.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-171.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3473,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-21.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-21.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3474,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-26.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-26.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3475,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-31.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-31.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3476,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-36.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-36.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3477,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-41.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-41.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3479,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-51.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-51.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3480,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-56.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-56.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3481,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-6.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-6.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3482,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-61.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-61.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3483,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-66.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-66.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3484,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-71.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-71.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3485,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-76.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-76.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3488,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-91.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-91.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3489,Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-96.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UnFSG_2023-03-09-09.00-2-96.jpg,2023-03-09 09:00:00,2023-03-09 09:00:00,True,1.0,180.0,182.33333333333331,sub_pm10,True,1,180.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,2,Tamil Nadu_2
3490,Tamil Nadu,TN_UN_2023-03-06-09.00-1-1.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UN_2023-03-06-09.00-1-1.jpg,2023-03-06 09:00:00,2023-03-06 09:00:00,True,1.0,270.0,294.3333333333333,sub_pm10,True,1,270.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,3,Tamil Nadu_3
3491,Tamil Nadu,TN_UN_2023-03-06-09.00-1-101.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UN_2023-03-06-09.00-1-101.jpg,2023-03-06 09:00:00,2023-03-06 09:00:00,True,1.0,270.0,294.3333333333333,sub_pm10,True,1,270.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,3,Tamil Nadu_3
3492,Tamil Nadu,TN_UN_2023-03-06-09.00-1-106.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UN_2023-03-06-09.00-1-106.jpg,2023-03-06 09:00:00,2023-03-06 09:00:00,True,1.0,270.0,294.3333333333333,sub_pm10,True,1,270.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,3,Tamil Nadu_3
3493,Tamil Nadu,TN_UN_2023-03-06-09.00-1-11.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UN_2023-03-06-09.00-1-11.jpg,2023-03-06 09:00:00,2023-03-06 09:00:00,True,1.0,270.0,294.3333333333333,sub_pm10,True,1,270.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,3,Tamil Nadu_3
3495,Tamil Nadu,TN_UN_2023-03-06-09.00-1-116.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UN_2023-03-06-09.00-1-116.jpg,2023-03-06 09:00:00,2023-03-06 09:00:00,True,1.0,270.0,294.3333333333333,sub_pm10,True,1,270.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,3,Tamil Nadu_3
3497,Tamil Nadu,TN_UN_2023-03-06-09.00-1-126.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UN_2023-03-06-09.00-1-126.jpg,2023-03-06 09:00:00,2023-03-06 09:00:00,True,1.0,270.0,294.3333333333333,sub_pm10,True,1,270.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,3,Tamil Nadu_3
3498,Tamil Nadu,TN_UN_2023-03-06-09.00-1-131.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UN_2023-03-06-09.00-1-131.jpg,2023-03-06 09:00:00,2023-03-06 09:00:00,True,1.0,270.0,294.3333333333333,sub_pm10,True,1,270.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,3,Tamil Nadu_3
3499,Tamil Nadu,TN_UN_2023-03-06-09.00-1-136.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UN_2023-03-06-09.00-1-136.jpg,2023-03-06 09:00:00,2023-03-06 09:00:00,True,1.0,270.0,294.3333333333333,sub_pm10,True,1,270.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,3,Tamil Nadu_3
3501,Tamil Nadu,TN_UN_2023-03-06-09.00-1-146.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UN_2023-03-06-09.00-1-146.jpg,2023-03-06 09:00:00,2023-03-06 09:00:00,True,1.0,270.0,294.3333333333333,sub_pm10,True,1,270.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,3,Tamil Nadu_3
3502,Tamil Nadu,TN_UN_2023-03-06-09.00-1-151.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UN_2023-03-06-09.00-1-151.jpg,2023-03-06 09:00:00,2023-03-06 09:00:00,True,1.0,270.0,294.3333333333333,sub_pm10,True,1,270.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,3,Tamil Nadu_3
3503,Tamil Nadu,TN_UN_2023-03-06-09.00-1-156.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,/Users/nesar/VS/airvision/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/TN_UN_2023-03-06-09.00-1-156.jpg,2023-03-06 09:00:00,2023-03-06 09:00:00,True,1.0,270.0,294.3333333333333,sub_pm10,True,1,270.0,0.5,1.0,0.5,False,PM25VISION,Tamil Nadu,3,Tamil Nadu_3
